1000 80000
769 972 3117
851 979 2667
682 742 3551
934 967 2416
905 947 4009
758 837 583
961 969 1590
870 892 4481
774 980 1221
866 929 2703
577 850 1711
764 766 4401
975 1000 3952
936 957 1996
881 940 477
728 839 999
519 884 4357
729 769 1291
810 878 1058
953 980 3711
831 860 4212
697 703 2535
826 969 1791
884 1000 4923
605 828 3938
796 964 3660
548 831 3588
895 931 155
967 982 3587
667 812 4350
827 924 4970
866 997 357
921 925 997
642 992 4425
804 815 2231
858 940 3905
917 961 3343
927 944 2754
740 863 3434
726 791 2095
753 922 1377
596 723 941
424 781 879
898 968 3434
783 799 2870
916 947 4704
598 849 2621
903 964 3360
962 982 4175
862 955 4592
955 963 3654
868 911 1922
855 972 4210
589 846 2451
616 968 1727
653 970 970
953 983 4587
778 783 726
852 862 273
704 956 4547
754 936 1529
838 845 3512
590 792 3776
585 877 733
895 921 4917
905 972 2598
572 845 1986
863 964 848
679 813 2142
718 786 1976
868 943 633
938 958 801
889 1000 1776
795 993 1108
788 823 580
743 999 1283
852 984 2478
505 913 3906
835 873 2347
947 961 800
988 992 1446
754 788 1400
645 860 4210
800 964 1177
817 878 2389
707 764 2366
901 996 3656
927 994 601
825 853 178
639 963 4180
796 977 3520
821 952 3232
704 883 3679
941 964 4411
949 968 2143
577 581 3807
409 994 3373
756 878 4890
929 932 2271
473 809 216
826 914 2607
658 834 1450
643 666 4012
753 920 1320
630 810 2378
719 783 4908
741 988 590
923 931 119
861 995 2235
954 957 1121
665 758 2662
779 802 255
765 903 1857
852 997 3378
637 858 476
605 793 2571
727 760 261
514 715 3706
560 599 424
708 973 1858
563 766 944
880 951 4912
790 881 3855
744 866 3892
886 908 724
743 938 3177
708 810 2024
645 905 220
821 943 3173
935 967 3533
874 883 744
898 947 3926
793 911 25
805 876 1361
697 934 1747
847 955 1780
940 984 1990
796 957 2414
562 865 1652
559 645 364
973 981 1826
837 891 1015
550 736 4463
700 757 532
977 995 1105
938 948 3864
910 931 13
798 856 2688
768 996 1267
519 789 413
806 982 3304
418 532 3491
962 973 1500
844 985 4409
836 983 543
930 959 2460
649 833 3584
629 732 1313
754 761 2723
850 965 251
718 865 4438
940 996 4664
601 652 1563
778 945 461
885 936 452
845 982 572
619 838 2670
623 945 484
905 994 2196
780 962 992
649 865 1016
824 885 698
850 948 2333
614 777 235
919 970 2694
941 983 3383
814 991 429
777 984 3489
770 839 3581
865 968 3601
774 991 238
846 905 1809
722 989 383
715 717 2820
914 935 3166
560 625 4223
773 804 1048
841 904 3131
892 927 4035
807 919 2843
562 932 3664
958 997 3821
859 918 2831
797 804 3409
598 872 4858
637 759 2091
606 918 1337
838 891 4930
765 970 2428
651 698 4840
681 718 660
821 945 4147
734 765 2432
729 984 3594
886 931 2299
879 960 4645
620 640 3491
836 998 1897
887 933 453
756 976 717
688 903 1211
661 925 2246
733 800 6
904 967 1965
733 967 2639
812 926 110
684 903 4414
850 889 1506
832 906 4873
808 916 3887
828 981 1318
854 919 3239
854 890 4391
684 995 489
788 794 2328
747 833 1570
878 955 2259
935 956 1040
639 757 4287
866 940 1733
871 959 4559
848 940 2434
850 978 2823
764 806 448
817 931 621
721 727 2548
887 985 1661
762 826 4325
709 830 4806
874 900 2106
655 757 3506
910 950 4612
915 966 3905
837 951 2742
484 777 1492
810 950 1936
545 747 1702
657 781 265
830 905 957
868 917 4010
722 913 2491
590 688 1504
752 800 4368
947 955 1653
707 946 4032
721 975 2760
747 871 2450
910 980 1009
531 868 2438
679 843 1629
532 970 3374
870 919 260
907 992 2717
978 996 2720
840 946 204
771 892 1294
498 731 1806
659 943 4847
509 554 2818
823 849 3035
690 826 246
823 829 2449
848 875 1298
804 938 4302
323 394 4165
935 974 770
620 989 1382
668 724 3692
616 957 485
820 893 60
695 799 4586
571 667 1783
857 874 879
763 947 3247
841 925 1282
776 864 4757
583 968 138
710 737 1706
879 888 3796
892 931 3120
694 967 1733
807 839 1434
483 697 1830
627 855 2934
947 988 679
807 968 866
796 829 4867
625 813 3684
872 882 949
290 517 500
976 989 2330
879 982 2055
893 910 772
507 831 471
601 692 551
545 596 51
898 932 3232
989 990 802
647 997 4991
840 953 1184
804 887 860
841 863 1983
692 797 2638
918 952 1009
623 761 2979
849 962 172
702 731 2083
787 803 135
835 891 4846
833 951 4110
912 996 4742
832 970 966
666 731 1286
928 959 3518
880 937 352
699 935 237
534 899 2341
737 745 2841
837 868 2188
922 972 2452
844 988 4512
761 968 1610
798 846 917
847 869 809
625 661 1928
583 942 3891
655 794 4065
638 922 1652
880 881 1618
927 967 565
600 961 2324
896 918 348
839 919 3747
763 813 4860
789 996 3528
812 865 169
912 984 3775
888 915 4358
862 909 1491
928 994 4587
657 882 412
756 911 1397
797 991 1977
900 973 2138
831 982 2675
793 978 2506
725 801 491
701 796 792
801 832 1183
660 684 861
890 918 3088
507 786 4725
879 937 465
435 546 234
882 997 2300
766 947 1241
804 830 2682
849 948 70
628 1000 183
721 815 31
686 868 266
859 970 3275
625 842 2551
591 739 3032
910 982 721
834 967 4920
838 992 3448
599 968 3341
951 999 3685
947 977 3909
617 866 3386
731 930 1897
613 850 1444
823 904 4630
545 556 3268
677 962 4830
606 682 2282
523 803 4045
727 764 4568
547 911 2975
861 976 1340
660 919 3477
716 890 1799
696 829 1534
769 922 2206
877 989 4988
814 882 1054
886 890 3440
942 952 1586
699 979 1544
820 997 2793
871 996 645
940 941 2162
820 944 4245
588 832 2839
727 879 836
969 992 712
828 829 1342
955 956 1902
644 888 2438
529 789 2395
800 811 2419
926 941 3577
747 867 2298
910 997 3205
663 692 4513
865 964 1391
701 758 2833
795 954 1924
817 928 2040
942 948 758
860 863 3306
828 890 2069
833 978 4417
516 798 3095
651 749 1209
725 882 711
804 974 511
882 976 4220
604 656 2780
857 980 2311
862 983 2184
826 902 1863
826 929 87
782 794 1792
849 886 1507
769 889 677
685 881 1808
720 909 534
798 884 4636
800 846 4475
724 752 2741
419 844 3867
785 916 573
918 921 335
925 974 2468
813 980 545
765 979 4160
917 930 2970
737 758 2771
514 659 456
834 942 1419
908 952 2469
592 745 1362
831 835 2210
944 994 1514
684 742 2834
739 825 4909
477 797 2390
928 974 2467
758 827 2996
903 914 2782
777 954 3651
911 969 4342
789 861 138
766 865 11
549 561 4077
826 883 1884
937 998 2087
721 878 444
677 871 3820
754 996 1026
864 994 3990
891 987 4056
662 688 2491
862 932 4014
760 869 3324
888 991 1072
764 857 1198
806 950 1321
933 967 174
786 847 1332
663 732 2704
932 972 3133
688 912 4501
892 936 2093
680 784 3491
886 896 1080
820 874 1879
801 907 4394
664 694 153
768 971 4778
929 963 1048
600 655 1719
761 853 4516
847 959 1708
912 927 1441
966 991 2675
906 942 977
775 823 457
873 969 1719
922 988 3224
663 746 2626
917 950 305
962 997 2655
990 996 4561
739 765 4699
876 963 2708
547 872 1905
660 929 3223
791 980 253
952 954 1156
748 804 2946
886 917 3572
798 989 4458
702 850 4158
823 900 4119
977 988 2972
944 959 4992
727 944 2995
788 835 479
938 978 4256
822 919 1186
758 987 153
673 878 3432
854 874 4309
816 999 3939
909 921 375
718 937 140
627 639 397
658 886 3188
475 562 1097
543 919 3381
782 840 309
683 806 3591
811 857 745
894 964 4919
752 809 3030
766 954 661
923 982 4343
676 690 2365
859 974 3247
734 774 150
711 990 1234
562 665 2311
610 795 1843
877 913 3551
771 830 3031
759 986 4978
511 576 151
576 700 1449
535 905 2314
870 998 584
780 869 4688
853 974 3103
760 966 4563
729 944 4898
921 924 4490
853 916 3303
753 764 1618
746 920 3916
787 972 1099
925 932 141
708 964 3701
808 818 1112
917 985 4377
828 940 1245
730 740 2489
890 967 1845
837 999 3305
719 994 3744
847 921 936
552 821 152
801 879 1922
891 990 1752
777 983 3763
592 706 372
924 939 1865
699 871 1551
745 780 1008
689 955 3198
443 872 3999
890 963 4413
882 945 2037
915 936 3532
863 914 944
696 902 3329
904 985 534
898 933 4896
931 990 4877
185 646 1882
743 975 3578
713 957 3224
777 879 3300
742 982 6
818 852 4189
811 953 344
528 887 3485
768 894 4698
834 948 4786
823 825 1737
799 806 4825
889 955 4355
785 815 2223
806 815 947
821 979 4775
730 978 4973
761 823 54
713 718 1473
859 884 4959
775 793 3226
750 861 368
853 987 4060
959 974 4098
688 774 3325
686 933 3733
821 939 667
546 547 1113
760 974 255
659 913 3314
862 896 2033
697 870 605
899 966 1298
605 627 1810
575 896 2368
634 686 2815
920 996 2453
662 721 1736
715 737 3973
885 921 978
736 887 1487
715 881 2595
710 970 1747
633 965 4326
863 974 3871
832 869 2267
873 995 1821
752 873 477
862 995 3147
993 1000 2668
882 883 3806
805 934 1971
854 954 2615
762 939 2720
808 874 2539
709 931 4250
758 775 513
627 979 4682
917 969 2180
735 846 3883
837 884 3243
565 648 4712
817 996 4078
791 921 2724
502 587 3296
795 902 1504
844 869 3428
836 854 1598
661 893 891
959 977 4311
689 800 3520
799 868 1110
763 940 964
838 858 4981
741 854 4572
784 801 2447
550 634 172
699 992 621
807 885 4006
501 839 2454
982 993 1963
805 967 2196
628 799 1644
726 739 2654
769 787 3032
813 990 160
657 865 3
662 772 1933
731 862 657
953 982 1267
889 891 3271
910 923 3543
740 892 3155
714 776 2559
618 856 4030
949 989 4265
808 898 4740
756 773 3028
725 830 1797
877 958 1128
877 881 231
607 858 3137
933 999 3504
726 825 2355
767 794 2601
923 925 1184
512 667 1220
684 831 2126
677 766 2642
710 730 2860
873 959 1199
949 969 1113
752 980 3925
674 943 479
856 910 3730
862 926 1289
690 897 451
866 946 3039
871 966 821
672 824 2149
806 885 3020
949 997 2816
591 743 2988
724 725 1675
703 776 2896
876 885 177
592 661 3513
807 853 1940
859 991 2614
618 774 3624
583 894 3410
799 827 1789
930 935 3587
585 936 998
712 815 4837
972 982 2936
760 902 3757
976 984 83
942 947 473
865 999 1362
808 950 3864
777 917 3353
791 886 4022
839 991 2774
844 943 2729
695 982 692
712 912 3192
808 823 522
683 863 3425
796 954 501
731 823 2448
651 993 273
860 902 3060
613 814 531
759 992 388
584 840 1001
872 923 3034
578 586 211
803 877 4384
799 983 4981
766 982 1254
735 816 2937
663 823 284
429 522 3493
771 968 3877
809 902 632
963 990 2591
788 883 4756
732 913 4682
966 984 198
934 997 2197
562 1000 2059
746 943 3464
750 753 4724
814 819 2262
778 966 741
772 854 1654
802 990 1188
764 896 935
753 979 835
917 949 3706
980 985 483
785 950 340
565 879 4736
918 919 2511
671 681 2482
822 932 3374
829 920 4303
679 715 1177
814 850 799
874 965 4889
609 628 3532
814 908 2883
870 994 257
804 954 2210
536 983 4520
826 840 4455
696 721 4637
837 870 1535
671 755 3401
648 856 4670
649 846 2458
902 997 4567
677 726 113
875 984 4264
786 894 3388
853 995 396
781 932 2534
713 876 4102
696 934 4959
878 945 1174
798 870 538
807 993 4013
550 801 1409
616 668 4114
906 967 2116
833 884 4302
859 979 2453
974 989 2626
857 925 1663
866 950 1437
544 866 3333
786 840 207
681 696 1953
731 957 2078
618 726 2280
421 605 60
713 784 3214
797 906 711
760 802 565
550 721 1669
780 901 1974
738 867 4210
872 928 2431
945 950 3535
786 996 3093
715 828 1129
823 984 1249
749 928 4834
552 918 2121
682 758 3055
795 894 4636
915 999 901
927 969 3545
950 971 1876
802 982 3262
625 846 313
724 860 972
776 858 3177
771 885 565
760 879 4904
806 890 4296
971 990 3357
569 930 3533
909 983 743
881 935 3820
723 855 1303
941 942 2574
862 972 250
655 968 3520
955 986 1238
489 713 2529
754 794 3311
833 929 2259
912 950 605
784 817 3092
697 782 1134
734 915 861
905 914 4354
732 821 4540
805 996 3911
685 944 2686
834 922 2690
930 982 259
791 799 3189
908 985 1063
897 900 2485
502 858 1515
739 967 2409
811 853 4080
923 972 4536
588 993 2649
828 898 4745
768 875 4017
722 933 1290
966 971 4837
629 704 2763
885 940 4693
912 977 2606
754 826 418
683 972 2509
823 891 4980
786 878 3899
693 721 2897
811 875 3087
811 974 256
704 878 4049
622 937 2058
578 732 4939
639 958 1114
716 850 1277
785 926 2213
800 900 123
919 991 1630
919 994 1230
390 580 2045
852 899 1652
841 973 436
798 981 3609
993 994 431
774 878 3034
858 941 664
813 889 594
766 814 3107
667 868 4997
562 955 4404
922 932 556
438 844 16
791 957 4994
519 775 3813
695 812 923
904 997 1428
993 998 1572
948 984 4435
905 930 296
832 852 2828
851 896 2940
693 872 1181
945 984 4852
812 827 2120
723 774 839
804 990 4917
714 911 2969
811 851 2011
543 983 1199
656 963 2799
837 972 2557
740 980 1546
750 806 3757
829 936 1304
899 993 3448
893 985 299
753 951 53
722 726 4164
720 980 4760
732 833 2048
840 949 4586
885 961 704
693 777 211
963 997 1788
692 913 860
716 904 4634
851 901 4078
582 716 3629
946 965 1559
669 734 2094
622 897 2995
883 988 1738
942 974 2815
804 837 1698
905 995 679
806 962 2407
857 965 2496
985 992 2860
413 590 1469
611 833 471
879 985 722
588 984 2026
835 889 133
742 774 1026
870 952 1437
923 991 3907
730 751 3938
580 892 2431
783 870 4953
793 979 2236
710 858 1723
793 819 1458
764 808 218
696 840 2693
887 891 279
831 836 2202
816 982 2946
936 955 2597
843 921 3942
850 938 221
691 999 1599
831 965 3763
870 956 1605
917 970 2301
928 966 1814
780 994 2687
640 908 2082
727 976 2759
925 931 192
715 896 4440
693 810 3090
960 984 2384
894 906 2509
914 936 3824
852 943 3080
904 996 4083
942 998 3246
660 739 1853
956 993 1822
788 886 1394
929 999 1687
652 861 1752
684 910 2360
622 844 3497
527 787 4676
823 979 3515
731 925 591
760 892 4329
779 870 763
447 703 1823
865 980 1348
843 938 4043
821 907 1363
874 957 4780
833 858 1702
904 948 1514
810 937 971
730 921 1477
939 959 4197
802 980 4887
956 957 3679
748 982 1450
673 797 112
867 871 3567
666 1000 2302
685 949 2455
882 968 2868
883 994 32
676 841 1047
633 650 3278
627 981 1509
767 869 3316
759 761 1133
755 909 497
825 947 4370
878 922 2197
815 902 753
854 981 1378
933 965 1412
695 953 1729
606 711 1287
576 863 646
770 823 1176
555 810 4808
876 989 1603
693 934 4383
949 986 2062
847 974 1868
951 966 478
897 970 2914
949 991 584
790 819 143
869 983 2091
641 738 745
861 933 1318
846 876 860
954 955 7
426 684 3097
966 970 553
668 866 55
749 778 3945
785 928 2454
769 833 2216
744 864 2046
853 858 3334
709 979 4309
649 659 1104
541 897 1228
961 970 2855
780 902 2322
822 951 2278
900 912 4524
665 767 2351
596 717 2156
713 775 1194
857 950 171
956 980 3616
778 790 1342
852 958 4036
858 900 1873
880 998 2990
874 920 2223
718 738 1618
619 759 2289
757 793 1806
831 994 3084
779 975 4230
849 905 2126
871 896 223
840 986 676
719 956 3385
613 687 2208
739 801 426
807 999 3181
649 690 1356
697 777 3528
931 982 255
894 971 1637
786 846 497
700 838 4441
714 797 401
795 841 756
973 983 3693
823 883 3320
844 872 4786
433 797 352
696 912 1521
791 996 4125
809 837 2009
583 672 2792
794 943 1641
902 980 1065
710 800 323
545 771 2149
620 801 2797
747 806 258
818 897 815
831 845 3757
607 685 2870
894 917 4022
779 909 1711
716 993 3802
877 972 4891
526 596 4725
808 988 1220
732 758 931
868 949 84
882 926 889
653 817 4098
821 969 1218
779 827 1142
897 980 2554
623 641 3884
698 808 3918
643 650 3201
804 917 285
599 651 816
546 725 3449
813 866 702
612 647 1373
689 888 1934
841 891 1468
821 829 934
893 965 5
720 987 3989
811 918 1882
853 932 2503
888 982 4325
814 988 2119
764 890 1419
808 968 4999
865 981 923
720 985 2926
892 954 3066
656 869 2022
789 867 3243
767 820 903
872 908 169
839 990 1591
848 851 2122
876 878 150
653 942 2698
677 694 3447
798 913 1464
882 932 4346
804 841 3577
875 935 3778
951 972 844
647 734 130
584 963 4417
813 967 1330
895 939 3492
867 989 1856
863 885 4636
812 948 1705
809 903 277
976 995 4661
806 807 4296
802 894 4241
747 752 472
700 839 2029
871 997 4790
821 953 2113
840 895 4302
841 864 4252
657 820 508
822 979 1851
571 993 277
952 993 1826
818 874 4261
942 982 2268
861 913 171
770 905 4467
741 949 479
769 846 3476
659 811 3938
789 877 3370
808 889 3174
574 864 439
741 771 3677
703 852 3807
856 899 4367
631 830 1651
901 947 3930
983 991 782
750 889 3463
961 995 4714
891 979 4488
770 785 2706
958 972 4781
919 969 3866
798 928 3787
773 968 169
742 980 422
751 884 4444
559 939 3350
682 762 234
857 952 152
614 990 1034
901 912 744
705 959 189
618 929 1640
661 673 12
939 957 2307
745 854 4498
680 682 2640
735 831 4645
784 918 2920
784 917 1388
831 857 2907
954 960 1401
647 878 1255
751 972 391
691 811 4699
912 916 2265
824 957 1846
835 956 1568
767 859 3645
758 759 4995
749 931 4039
898 979 4884
930 990 1875
967 984 2356
333 674 1767
932 977 2244
922 976 3235
751 965 1495
750 997 1052
807 965 647
896 937 1933
752 956 1347
832 909 1975
875 986 1664
811 945 803
720 881 1455
563 829 754
913 970 1849
973 980 3708
780 998 489
704 797 3228
802 832 1073
696 744 4114
494 498 1920
838 956 4842
761 974 2050
526 711 2189
628 991 1662
898 912 2736
693 953 1542
708 991 2014
638 848 778
773 863 817
756 783 3187
871 901 4401
624 868 805
839 998 2084
904 908 1196
621 946 445
638 753 3740
650 732 1415
779 935 1123
653 712 3309
796 907 2453
805 856 3704
826 845 4076
786 839 3612
940 986 2501
786 843 369
824 870 595
814 826 733
743 885 4665
763 956 2084
682 782 1712
760 895 961
645 678 452
908 914 1192
891 927 3953
506 674 1669
981 996 144
741 981 4506
759 769 2417
693 985 466
791 962 105
669 807 3271
842 860 3768
679 758 1558
899 910 2662
913 961 4281
903 997 1588
931 996 404
936 944 385
681 866 4472
900 940 2526
843 935 2648
816 843 1905
748 956 4771
733 934 2487
811 904 4765
871 949 2254
953 979 2656
765 831 1733
799 899 1674
487 616 949
651 664 1352
630 946 2601
899 998 2146
795 807 4724
935 963 3614
881 972 4891
723 829 3347
871 895 4209
850 976 3001
763 922 912
673 915 3729
719 878 4214
742 844 336
669 993 1939
885 972 68
753 851 2031
754 991 2542
921 971 3521
859 877 3760
731 834 4911
631 838 3511
708 788 2649
671 829 300
818 823 1304
634 653 4193
679 762 3044
899 956 1789
807 992 4089
945 982 1750
863 982 2657
666 734 939
838 978 469
788 962 841
647 681 4117
882 891 3035
835 987 3434
805 947 3143
767 843 3889
838 904 4951
853 857 2167
845 928 3176
582 762 4828
890 912 1596
821 848 313
782 996 4741
930 992 474
929 951 3098
659 781 368
826 881 1229
357 696 4877
769 902 3993
909 920 3998
798 898 3379
711 969 3443
553 915 834
926 987 671
844 956 1162
757 975 4664
729 975 4507
665 808 2351
921 966 1740
785 891 990
811 878 456
804 897 2241
865 899 1694
601 950 4946
721 827 3526
677 710 4548
800 965 2369
888 968 825
955 987 121
637 647 4683
803 893 157
752 867 2507
873 894 4993
693 916 420
647 882 238
832 915 1311
734 944 264
568 736 944
938 973 4339
623 901 4615
736 886 2951
775 944 1365
743 946 4413
842 917 3789
835 991 266
410 595 2385
927 989 3973
886 974 2885
843 941 1649
801 863 656
552 810 3273
588 834 2981
750 795 3065
866 961 2632
627 710 233
860 865 1555
884 939 1882
787 861 4235
966 998 2676
690 998 1350
948 963 17
456 875 3612
598 691 3176
807 953 2839
791 998 4913
890 991 4214
650 706 4370
909 959 545
705 953 3166
976 993 3225
534 851 515
605 805 2239
680 845 4779
766 869 3934
830 874 740
817 868 2261
836 958 3828
942 989 3941
871 944 3331
495 963 482
913 951 2006
457 502 3588
918 1000 254
842 890 109
611 684 3590
580 743 899
832 991 183
810 941 3717
782 837 3663
876 925 2935
930 981 937
760 899 4733
873 904 3944
749 799 2092
891 916 2178
828 873 792
614 731 2413
745 917 3950
554 656 2402
858 912 1737
904 941 4316
923 957 3489
731 789 3035
796 887 566
979 991 4755
883 938 663
802 955 4745
908 920 1597
633 806 969
797 919 186
901 977 115
954 983 1312
926 933 1666
795 951 2235
736 926 378
927 951 3014
523 713 535
799 969 3115
952 973 2146
701 889 58
629 639 2797
880 901 2591
644 715 2816
924 1000 2176
574 669 956
964 988 1681
792 957 1211
786 877 1876
821 871 1915
806 859 4549
896 987 1157
876 917 373
799 907 1514
842 991 3673
834 968 2587
702 979 2955
555 800 457
922 967 3177
609 814 2603
562 897 1997
594 867 2583
718 787 3857
754 769 2078
899 925 2542
545 986 85
864 979 4188
592 920 1830
688 909 1496
923 926 2156
777 825 3773
434 783 1898
805 987 1441
835 998 3812
862 970 1117
732 874 2232
802 837 1806
787 801 2095
855 977 3524
789 896 3962
797 974 2149
864 932 677
738 997 739
768 895 1252
894 942 1103
797 962 705
843 958 297
824 975 36
893 912 3846
841 942 59
724 913 676
738 892 1515
641 708 51
788 911 3784
799 849 42
831 928 4380
899 916 4652
876 901 2319
532 917 241
910 927 4354
863 867 2820
799 892 3157
867 893 4724
776 938 4855
752 861 2579
872 955 764
920 966 159
877 999 1898
635 941 1983
604 729 1543
749 862 4421
711 857 2064
890 939 979
859 903 3249
813 931 447
808 953 3790
874 956 503
913 999 4815
970 984 2768
827 854 350
717 813 2688
921 940 1803
980 986 3327
694 917 4705
784 846 2049
675 927 1666
685 743 3949
843 992 4052
707 806 3130
693 764 3488
514 587 456
860 958 3717
982 992 641
837 952 4691
787 985 167
691 901 1071
587 693 959
822 908 1613
699 988 2870
853 914 549
832 961 2460
754 803 3238
498 970 756
818 857 4020
903 999 1044
752 851 321
820 823 339
901 973 3668
828 964 2611
674 868 989
568 658 80
883 907 904
890 956 8
637 989 64
655 845 1732
901 957 884
802 945 3975
716 896 4239
722 817 906
736 946 1070
903 906 81
826 959 1544
925 950 1402
811 908 3408
703 890 1079
643 934 2124
935 939 4421
848 880 3013
846 997 149
609 621 3847
930 946 1674
960 983 178
813 856 4380
953 956 330
785 793 4032
884 905 2975
900 976 2802
763 897 2644
805 900 4117
790 802 1806
783 955 94
903 969 588
895 980 2415
883 998 2019
734 989 2414
748 793 1513
851 976 1833
878 890 860
697 991 3203
935 944 4262
754 909 4128
691 833 51
741 800 384
756 824 40
897 994 3383
841 963 1778
582 594 4415
967 990 41
823 846 4695
806 923 15
868 888 4261
892 994 1091
553 996 4427
864 943 1568
489 722 4119
935 965 2421
664 777 3643
802 961 1712
666 990 556
820 832 3802
902 971 918
438 889 4611
667 988 845
818 972 1418
820 991 3470
728 773 2582
754 879 2059
712 770 3424
846 873 2239
816 961 2626
776 829 1807
676 757 3710
780 889 3649
600 894 4715
978 998 1696
736 902 3126
875 899 4902
860 910 4364
755 993 624
915 992 4475
824 837 2781
824 997 2126
695 865 720
767 849 4263
595 605 1024
891 932 992
781 835 2749
748 800 3326
860 999 1331
742 915 3728
757 991 1387
848 863 746
858 896 4686
730 891 2819
906 917 1922
952 969 2737
855 940 901
850 969 4962
857 976 3333
723 742 3132
885 892 3062
691 991 3502
917 932 4322
724 865 473
532 933 155
854 923 1725
762 940 3287
931 995 4483
576 955 4272
757 846 3261
844 947 1074
833 955 1209
731 740 1127
818 891 729
804 877 2493
883 959 4884
554 668 2330
537 805 4050
799 885 2199
559 629 3309
838 864 3961
765 950 1087
787 824 686
792 865 4958
735 758 4797
893 894 2655
424 727 2307
584 641 3551
481 681 4180
781 864 2862
798 883 551
838 984 4109
564 807 1454
547 778 4599
859 976 3909
696 859 4958
721 901 2223
786 925 4618
911 932 1671
818 917 4464
826 889 238
620 731 2126
649 906 2366
673 732 4170
678 885 3997
697 743 4616
898 945 3092
906 965 75
691 699 2946
731 984 4597
587 868 2397
767 952 2386
445 577 749
660 729 1028
740 919 2157
715 905 1285
612 873 2667
416 693 4135
740 842 147
678 948 1550
632 739 2898
648 686 2931
939 992 1958
709 940 1587
754 852 4998
692 802 4750
929 961 3423
503 697 3485
540 1000 4708
939 985 2106
674 906 2744
832 992 2411
823 875 1350
444 479 4567
762 806 2491
756 790 4808
830 897 1846
891 894 2757
890 924 2110
748 835 4786
835 883 4510
604 920 4209
736 995 4661
951 969 3717
840 930 3798
570 981 968
928 995 48
878 967 2943
850 920 143
864 977 3298
698 949 3815
934 963 869
614 695 2305
509 777 3689
557 787 2956
888 903 2470
666 756 552
574 608 1579
561 744 952
877 993 4358
566 599 4196
434 651 2539
814 946 4104
729 745 4342
443 537 3824
618 975 3519
670 692 4137
698 917 482
939 990 1411
597 802 990
876 938 2450
792 854 1267
828 906 1862
755 840 4328
692 787 2241
850 857 214
828 891 2566
828 958 2962
701 787 4152
876 990 2676
732 971 3882
760 798 1673
814 970 2545
768 982 396
765 784 2231
749 838 3295
869 887 1184
715 863 422
853 997 1474
948 961 4269
715 796 2672
816 819 97
643 859 1317
666 982 1144
834 898 2737
821 959 800
930 933 3686
550 733 175
835 918 1921
815 853 3839
922 980 620
724 852 331
620 930 2024
759 779 669
852 948 3580
817 999 3575
784 808 3616
739 868 1773
763 804 2163
849 997 3171
882 921 340
878 900 1597
876 950 1508
955 960 2348
630 702 1336
762 852 466
504 654 4861
828 841 86
342 669 363
589 720 243
608 687 4325
842 849 4724
818 989 528
866 885 2438
936 956 1824
462 804 551
834 992 1171
728 784 696
885 979 2927
511 696 3982
934 996 2386
901 917 137
474 756 1449
693 729 901
571 895 4825
513 626 903
739 828 4742
713 796 2673
829 929 354
912 972 4202
687 768 1750
544 974 698
892 966 29
900 920 3648
964 965 1613
942 971 2202
493 526 1045
628 738 97
754 905 266
760 943 2037
738 744 2523
758 994 4565
746 882 473
753 822 3642
818 924 2319
804 902 1797
859 937 4357
919 1000 1337
636 873 1940
929 945 240
804 881 4506
753 923 949
533 771 1236
604 648 4919
792 904 4834
830 839 763
873 878 3692
727 792 1555
635 683 1933
916 942 60
955 996 4792
671 974 3061
652 797 1679
737 826 4288
740 968 178
700 886 606
732 880 2061
734 925 3067
675 798 4991
821 888 288
885 888 4176
844 860 1765
822 853 242
583 776 3317
801 974 3949
468 770 3276
861 986 3846
804 840 3343
765 953 4908
894 975 413
878 986 1430
792 977 1775
900 939 3424
861 919 339
805 981 4407
794 978 2409
946 985 222
806 903 2623
731 943 937
757 775 1200
735 923 473
812 984 3504
867 985 2889
875 938 4822
822 882 4118
942 993 2324
811 931 1595
633 865 2079
709 716 4451
838 951 1104
744 831 654
870 920 1255
718 970 3597
914 995 4293
770 781 4408
773 956 2561
456 554 827
717 734 3604
811 870 1764
851 865 3154
624 831 125
881 926 2636
831 948 4336
900 918 4941
905 921 2881
925 996 4673
628 814 1460
869 886 1047
619 965 486
893 964 1054
867 909 488
752 945 86
684 933 4418
756 953 726
858 960 3070
686 707 710
964 978 1354
579 687 600
521 843 4560
803 882 3276
816 964 4121
797 877 3497
654 704 210
747 899 2430
813 911 1730
869 913 1518
801 809 3683
871 929 659
418 689 3681
756 758 3394
672 974 729
791 878 2063
770 954 703
775 819 1965
739 958 363
897 920 514
375 710 348
467 696 262
547 753 1650
631 729 3490
902 966 1387
759 901 3042
726 778 1818
895 936 221
772 937 4328
886 952 1542
865 994 149
804 999 1163
844 867 3564
954 973 4545
726 897 3738
749 882 2235
687 728 141
723 735 3453
906 992 532
758 826 4694
773 983 4127
871 884 512
671 770 581
857 928 2105
701 938 3288
809 830 2438
706 763 4021
504 734 4583
955 980 763
844 854 2537
882 903 3062
491 790 1030
942 950 2035
910 975 4443
744 847 3930
764 843 1608
962 969 498
744 746 747
743 848 4942
547 918 285
824 937 1730
830 856 1255
699 843 4176
809 825 2535
717 824 1044
946 972 4233
954 970 1568
841 940 2062
745 947 856
815 961 1901
803 887 4883
890 894 373
792 867 3156
623 742 3522
594 940 2622
690 828 3157
911 970 4696
627 927 4319
937 992 2385
977 978 2744
910 979 1777
732 735 3663
519 634 1529
726 991 2929
938 969 116
963 984 2808
729 985 1410
782 826 954
673 805 1054
799 968 3201
912 975 421
849 1000 2950
780 882 4658
602 685 658
871 909 3823
711 823 3696
896 905 1442
596 865 2144
688 730 3266
575 677 1995
