2000 3000
87 240 1588
369 1906 1256
267 1710 2675
1570 1886 589
1650 1860 269
1178 1287 275
1038 1195 2727
500 1741 2052
24 604 2717
67 1276 316
847 884 2431
76 252 4082
237 1435 1180
162 1002 162
418 1350 942
690 1481 1538
408 495 2502
1520 1793 476
506 1942 2665
317 1728 3484
168 211 2410
926 1110 4530
1151 1933 3795
29 1205 2466
439 1030 4751
983 1180 3890
449 1784 2010
842 1196 2131
1516 1585 2802
906 1842 3948
85 485 2807
710 1389 771
805 1157 4474
361 593 2797
595 975 1322
1047 1887 4897
863 1262 1900
1642 1888 1656
612 1710 2388
908 1451 3207
1596 1800 4743
1083 1616 4696
1005 1069 3315
202 646 3358
400 429 209
654 1332 2664
537 1032 538
554 781 3584
931 1786 4632
483 1446 3668
858 1749 1654
1162 1434 2660
700 1213 3827
1200 1463 3917
1282 1300 802
8 1028 253
1315 1577 629
274 1699 4472
709 947 52
53 209 2307
425 1268 1841
586 1934 1247
1127 1382 3510
881 1371 3512
16 1536 1185
1165 1954 1111
3 1352 1366
292 1593 260
818 1510 3821
1306 1790 80
225 536 494
23 95 4698
45 1567 890
734 948 3688
1569 1635 1156
31 1050 3105
179 733 4984
210 1458 4529
127 618 3027
1121 1169 1980
688 1066 3420
1383 1428 814
178 1306 88
163 1650 3539
745 1813 292
405 1178 2650
1622 1814 2615
978 1701 2759
1310 1553 2317
119 239 4321
823 1517 4724
1064 1875 537
169 870 240
1483 1506 2149
497 1261 90
331 1946 2228
905 1250 633
513 1088 507
333 1904 2151
770 1941 3455
118 580 495
385 1423 635
1012 1697 245
1598 1761 3004
201 299 4479
317 1820 2083
438 1321 3546
665 1346 2276
407 735 985
541 1929 2485
111 518 4857
1767 1905 920
724 1258 432
256 631 3884
375 749 1040
1052 1568 553
1326 1441 4462
370 487 1243
217 1109 3392
1673 1899 4657
1041 1692 3559
765 1651 1422
379 441 1809
1013 1960 2272
1708 1825 1137
347 1127 2647
1375 1636 2187
14 334 4304
517 1523 4274
12 752 1682
409 1237 2173
247 1514 1569
820 1734 538
993 1414 3722
150 153 3993
892 1786 3758
141 1253 2981
659 1424 522
188 204 3926
481 1050 3437
1327 1382 1234
84 1639 2948
1886 1892 3861
747 954 3747
494 774 3623
181 1560 2301
276 1077 661
65 1648 2286
521 1870 2610
834 1370 3287
99 1302 911
748 908 4234
137 621 17
715 1330 4606
711 959 2939
1544 1931 3269
784 857 1819
157 1441 1276
571 1927 825
234 435 739
327 1046 3253
601 673 3949
1843 1877 3544
1542 1710 1378
527 1656 3415
485 918 1659
1297 1944 2707
812 883 2902
888 1550 4716
251 416 1563
1272 1813 2119
667 1987 3846
121 1298 3981
1183 1955 951
341 1981 950
354 387 1886
205 1853 1254
980 1317 3034
694 1611 2023
1660 1896 403
896 1943 695
489 1401 4294
434 1459 4332
643 912 3930
907 1232 973
789 1437 1857
1254 1984 3898
920 1234 673
233 1977 4887
971 1580 1796
532 1866 2341
38 195 3917
1075 1684 1793
1477 1606 3003
775 1348 1993
451 1290 506
242 490 2740
398 1752 2616
300 725 970
3 1776 1070
59 430 4924
92 322 3616
137 1210 2101
1147 1429 1071
903 989 17
162 1956 2372
244 670 3956
679 1567 3679
630 1634 1815
592 1501 506
916 1357 4046
1722 1744 2951
1609 1689 4555
1753 1802 2408
1837 1852 2045
1799 1832 1505
1878 1879 1591
1694 1833 3286
1851 1893 1672
1989 1993 1284
1607 1643 3435
1606 1950 1124
1644 1711 167
1879 1982 1626
1532 1714 2569
1762 1763 916
1923 1970 3933
1565 1671 3503
1725 1782 1312
1689 1920 3092
1564 1787 824
1822 1858 2836
1734 1862 1070
1781 1916 4096
1624 1940 3131
1631 1792 3554
1574 1850 469
1759 1955 3545
1611 1845 831
1930 1956 4656
1662 1943 1841
1709 1722 2484
1853 1880 1438
1905 1948 4798
1806 1865 216
1941 1986 1350
1583 1600 1752
1839 1985 3242
1850 1917 827
1848 1913 2319
1704 1852 3993
1828 1909 155
1723 1913 3909
1832 1962 20
1667 1830 2682
1870 1961 541
1909 1964 3161
1725 1899 1370
1699 1741 1910
1732 1804 421
1885 1937 681
1654 1867 984
1890 1900 2841
1487 1619 2309
1751 1836 4716
1728 1786 980
1746 1946 444
1742 1887 3601
1274 1438 4583
1885 1960 3408
1602 1637 940
1697 1736 2155
1854 1991 4360
1779 1999 4206
1892 1968 3484
1891 1936 4820
1835 1948 4422
1743 1795 1738
1993 1998 1416
1578 1595 4989
1926 1955 3701
1708 1731 3376
1726 1821 4916
1849 1913 4917
1625 1958 2249
1775 1916 405
1831 1986 4843
1778 1912 1483
1709 1737 2001
1642 1919 794
1746 1846 772
1909 1928 3006
1689 1814 318
1755 1981 2326
1811 1915 2362
1915 1932 3554
1763 1985 3572
1667 1995 1723
1735 1871 1556
1833 1943 4967
1921 1975 4376
1733 1820 4572
1685 1980 3124
1896 1968 3181
1585 1643 258
1616 1883 1054
1822 1945 4811
1629 1709 1338
1878 1965 2741
1653 1988 2293
1747 1770 3069
1698 1900 1072
1541 1929 421
1826 1916 3399
1549 1758 1177
1696 1750 4088
1602 1916 1088
1827 1952 2039
1619 1910 2796
1830 1993 4211
1831 1998 1304
1718 1736 2963
1602 1627 4078
1628 1709 1003
1750 1917 880
1836 1988 1111
1748 1814 3373
1613 1963 1653
1926 1959 589
1856 1863 1197
1736 1832 2273
1758 1820 2882
1609 1905 647
1902 1963 3453
1936 2000 3560
1648 1919 1862
1887 1960 3112
1724 1829 1650
1725 1986 2202
1716 1988 4424
1762 1868 3148
1618 1752 45
1780 1893 1575
1839 1921 91
1835 1901 3914
1748 1793 2958
1677 1835 3192
1913 1937 4077
1945 1977 2698
1581 1824 224
1587 1926 3284
1775 1997 3918
1820 1916 4311
1735 1799 1885
1870 1894 2372
1685 1979 2043
1728 1875 2663
1814 1895 2410
1759 1966 1617
1621 1819 420
1590 1603 1440
1978 1992 3435
1875 1971 3156
1674 1724 4394
1878 1996 2677
1790 1976 2010
1744 1828 1254
1753 1831 2758
1467 1849 290
1784 1920 4316
1783 1941 3889
1820 1834 1501
1732 1916 492
1548 1800 4804
1640 1761 4631
1770 1872 1080
1439 1471 901
1938 1971 2317
1892 1974 1129
1783 1942 3108
1841 1964 2294
1906 1995 1346
1706 1888 3115
1771 1958 3372
1844 1906 285
1912 1970 192
1897 1953 2110
1520 1870 3880
1847 1985 3370
1497 1923 4071
1647 1952 4510
1761 1933 2944
1415 1481 3892
1913 1942 2164
1816 1972 3445
1630 1907 4441
1649 1692 3314
1792 1813 515
1787 1858 1351
1800 1994 3004
1885 1897 719
1838 1942 4299
1915 1951 2856
1623 1822 651
1670 1869 333
1751 1949 2458
1653 1854 3299
1662 1901 645
1758 1840 1893
1712 1964 1435
1726 1945 3837
1815 1918 60
1890 1949 1965
1733 1997 2332
1746 1841 2465
1497 1629 3005
1808 1949 4515
1779 1824 2981
1744 1851 1732
1902 1931 1616
1873 1999 2578
1788 1864 4486
1892 1958 3996
1848 1885 513
1860 1894 1202
1789 1856 809
1619 1914 1597
1912 1951 310
1690 1973 3885
1962 1977 2552
1837 1964 3524
1848 1937 169
1839 1886 1047
1874 1897 3776
1752 1917 767
1968 1972 1768
1946 1959 1798
1621 1713 2206
1741 1793 940
1961 1984 3060
1943 1993 659
1790 1994 3896
1782 1853 2146
1826 1947 1167
1798 1844 670
1818 1841 3423
1449 1589 3805
1865 1933 3057
1823 1923 3313
1893 1936 1739
1811 1813 1662
1730 1765 1012
1860 1942 2270
1593 1726 3128
1746 1911 2618
1645 1841 918
1838 1930 4882
1704 1775 1952
1722 1884 3050
1996 1998 2176
1809 1934 4286
1605 1772 18
1831 1891 3579
1779 1937 1093
1706 1974 1716
1882 1939 4081
1570 1713 3502
1755 1834 405
1864 1885 4727
1556 1617 1024
1767 1772 1515
1899 1933 4635
1686 1848 1990
1783 1892 4052
1732 1997 2801
1645 1688 2779
1768 1825 314
1587 1855 2634
1511 1989 2977
1700 1790 1967
1747 1915 1246
1606 1790 419
1660 1671 1005
1790 1829 4644
1800 1854 4607
1559 1805 2780
1847 1850 754
1656 1665 3993
1873 1902 771
1588 1648 2875
1562 1894 4693
1712 1859 336
1795 1934 127
1843 1917 2584
1780 1853 4622
1703 1996 1352
1837 1891 4723
1919 1986 1248
1607 1662 1158
1867 1923 2234
1907 2000 3065
1539 1870 1968
1787 1916 2350
1691 1843 418
1742 1785 1703
1609 1967 2112
1785 1863 67
1775 1798 3601
1874 1961 1905
1798 1926 4061
1775 1834 3653
1813 1952 1913
1803 1966 4442
1772 1895 4899
1866 1983 311
1710 1780 744
1831 1892 1388
1929 1934 4003
1762 1925 4380
1940 1969 5000
1578 1607 4662
1629 1702 2250
1757 1831 2095
1697 1949 2438
1719 1762 1117
1656 1950 1002
1640 1965 355
1966 1980 258
1686 1909 2023
1740 1837 1005
1663 1816 277
1926 1982 4742
1911 1944 3700
1727 1817 3638
1816 1964 303
1916 1939 1427
1891 1950 1637
1917 1944 2979
1800 1878 4654
1639 1959 225
1932 1954 2162
1863 1870 112
1806 1818 4567
1689 1727 2109
1646 1791 4518
1827 1839 2989
1748 1853 4885
1923 1968 2127
1802 1823 750
1552 1685 668
1707 1928 2302
1593 1649 708
1918 1954 4442
1763 1816 1211
1744 1790 3343
1913 1975 3482
1856 1923 4915
1929 1995 3801
1658 1995 2852
1728 1840 858
1814 1826 2662
1704 1912 471
1760 1861 4388
1701 1909 1611
1851 1952 2623
1741 1959 179
1696 1915 597
1805 1976 181
1776 1838 2426
1971 1997 1253
1708 1751 3188
1909 1994 2130
1797 1801 4141
1782 1921 972
1646 1945 56
1936 1968 2204
1592 1720 4114
1717 1783 3889
1688 1918 1480
1904 1987 4499
1822 1975 2076
1646 1917 2727
1894 1923 3393
1596 1881 2157
1832 1863 720
1838 1859 2824
1707 1805 4668
1924 1935 4123
1821 1864 510
1670 1881 1124
1924 1962 1480
1869 1982 2706
1685 1766 3408
1859 1934 1998
1632 1654 3468
1568 1738 1103
1868 1920 3235
1791 1796 1815
1624 1804 4055
1776 1807 703
1855 1997 187
1800 1873 3463
1654 1846 2580
1872 1876 2846
1752 1965 1075
1706 1733 672
1862 1938 56
1625 1905 1654
1815 1881 4661
1664 1784 2030
1760 1849 526
1683 1786 3682
1892 1905 1087
1858 1960 140
1675 1685 4893
1746 1866 1355
1851 1876 664
1814 1888 4313
1722 1957 2592
1808 1996 2371
1587 1688 377
1780 1972 2587
1835 1919 3438
1818 1859 1856
1614 1623 2590
1781 1934 3794
1942 1981 3939
1876 1894 3299
1892 1913 4111
1841 1967 4312
1425 1617 1567
1537 1712 3522
1877 1943 2602
1831 1857 295
1688 1772 2886
1880 1990 2091
1750 1938 3068
1884 1962 485
1806 1835 4567
1935 1974 346
1642 1695 1384
1885 1998 1004
1719 1910 4976
1815 1920 621
1902 1949 911
1876 1982 4484
1860 1994 4107
1807 1877 4045
1660 1971 4161
1710 1732 364
1939 1966 4010
1635 1779 3584
1863 1949 554
1805 1881 4422
1752 1831 1528
1882 1887 333
1600 1937 4024
1859 1954 2068
1780 1956 1443
1787 1831 2239
1695 1794 700
1671 1940 1216
1807 1991 1852
1680 1994 2366
1933 1995 2839
1779 1825 4904
1756 1877 1681
1767 1810 1402
1705 1788 935
1782 1937 3297
1749 1869 4190
1864 1934 2441
1748 1998 4459
1820 1831 3563
1758 1794 927
1745 1767 843
1643 1886 4315
1786 1938 4574
1712 1942 1169
1893 1924 245
1829 1860 3195
1795 1879 2059
1853 1855 1106
1773 2000 3243
1826 1925 25
1843 1958 638
1937 1960 1917
1603 1777 1665
1704 1755 3085
1790 1978 2186
1591 1925 1370
1897 1987 1011
1703 1903 3625
1757 1890 2686
1990 1999 1462
1812 1852 2467
1870 1876 2857
1704 1880 1831
1717 1995 1919
1772 1903 203
1617 1776 4061
1759 1949 4774
1803 1862 4587
1805 1826 836
1798 1990 3925
1790 1897 4923
1946 1949 4226
1820 1908 3302
1833 1909 4244
1691 1952 3074
1573 1821 4584
1798 1958 401
1730 1943 2471
1745 1810 173
1524 1555 4207
1700 1753 4716
1640 1723 2416
1819 1873 1322
1716 1939 2533
1823 1899 3115
1581 1942 3406
1769 1989 911
1605 1880 26
1635 1922 590
1855 1872 4847
1825 1919 3355
1893 1894 3085
1940 1958 1096
1610 1750 3409
1927 1970 318
1917 1981 2375
1793 1808 3038
1759 1883 2542
1899 1931 3892
1824 1896 4792
1545 1920 2161
1818 1953 2542
1936 1949 4461
1880 1939 4936
1721 1748 996
1817 1969 3281
1762 1844 961
1573 1800 2921
1851 1999 306
1805 1928 485
1907 1947 2411
1744 1849 1163
1612 1985 3722
1870 1924 988
1814 1956 4339
1833 1862 2976
1693 1759 3453
1861 1892 4642
1867 1961 232
1618 1967 2930
1496 1943 4842
1635 1885 4806
1746 1973 6
1930 1932 3937
1970 1977 3191
1682 1840 2967
1722 1750 4300
1745 1920 4433
1709 2000 4570
1454 1722 577
1858 1979 169
1969 1981 1131
1639 1991 2320
1788 1825 1327
1475 1989 3481
1798 1831 1803
1811 1925 3119
1787 1822 883
1653 1950 1450
1663 1793 4810
1664 1931 2879
1713 1832 1756
1752 1864 3404
1760 1997 1269
1619 1646 3335
1750 1997 1415
1819 1846 864
1842 1959 2374
1834 1924 2413
1709 1872 2474
1750 1835 3535
1644 1953 2586
1765 1860 2213
1727 1986 3045
1768 1852 3895
1695 1858 1834
1566 1953 3494
1818 1852 2098
1944 1976 4106
1833 1875 1997
1635 1919 4048
1839 1979 310
1771 1966 4207
1570 1715 3838
1699 1981 419
1902 1997 624
1891 1947 2981
1834 1925 554
1785 1832 2909
1898 1992 1681
1623 1640 4909
1768 1831 21
1683 1792 850
1599 1785 1829
1685 1989 2480
1876 1964 1965
1768 1863 49
1689 1825 1777
1870 1920 3153
1638 1834 455
1785 1836 4004
1853 1859 837
1872 1917 3899
1765 1997 2945
1755 1943 4040
1754 1793 3749
1863 1866 126
1676 1962 192
1610 1895 2718
1624 1639 1322
1525 1723 2527
1864 1873 419
1635 1800 1377
1874 1934 2990
1855 1917 4381
1535 1691 4904
1476 1971 4832
1745 1957 1264
1660 1970 3123
1675 1766 1133
1783 1945 4263
1797 1841 4948
1939 1989 3411
1719 1996 617
1862 1867 3449
1688 1907 4503
1877 1880 3127
1919 1976 1516
1710 1944 4409
1773 1836 2026
1736 1843 3470
1761 1941 2548
1705 1888 970
1733 1769 228
1728 1887 4101
1951 1982 2177
1782 1907 1778
1735 1906 1277
1744 1813 4348
1890 1980 260
1621 1632 310
1897 1934 488
1890 1961 1515
1569 1598 4267
1847 1946 1579
1767 1982 41
1763 1836 148
1951 1984 4688
1662 1715 2673
1639 1835 104
1714 1840 994
1677 1885 4932
1750 1873 1196
1756 1957 2364
1802 1946 3411
1898 2000 1494
1699 1992 3110
1893 1979 139
1894 1967 3530
1634 1806 792
1836 1848 2615
1740 1988 4521
1708 1812 2928
1693 1845 1275
1876 1882 2022
1741 1894 1631
1692 1876 540
1731 1889 2129
1954 1986 1469
1800 1940 1862
1934 1952 520
1645 1899 3348
1770 1936 2224
1799 1884 4932
1833 1935 2718
1796 1884 1790
1688 1799 4262
1850 1996 4758
1594 1645 971
1814 1873 4152
1873 1886 2020
1837 1861 559
1655 1732 3379
1822 1928 4791
1706 1948 78
1817 1946 2480
1864 1894 4141
1725 1919 3683
1801 1954 3767
1958 1997 1817
1835 1866 3264
1658 1738 954
1721 1872 450
1856 1969 4030
1809 1886 414
1686 1878 3165
1832 1850 146
1891 1930 2589
1680 1944 384
1841 1887 2169
1879 1897 4807
1861 1878 4143
1895 1972 378
1945 1959 1905
1813 1837 3146
1894 1938 1549
1902 2000 4713
1727 1946 986
1729 1761 4156
1817 1888 614
1589 1623 698
1761 1795 1551
1909 1996 2994
1735 1936 998
1805 1917 1757
1797 1981 2766
1845 1980 2395
1789 1810 1792
1703 1986 2609
1869 1884 2746
1844 1969 3628
1710 1936 1944
1777 1973 2137
1901 1983 1306
1868 1890 4892
1921 1961 2730
1842 1903 896
1875 1924 4275
1742 1802 2060
1520 1884 3903
1672 1799 3889
1694 1795 2577
1663 1994 3074
1768 1771 1937
1939 1991 4507
1906 1987 2908
1684 1915 3734
1909 1942 2188
1740 1845 2467
1855 1875 3536
1819 1917 1643
1789 1899 3488
1875 1915 2650
1860 1906 4045
1901 1922 1146
1732 1951 4116
1880 1920 1232
1872 1986 665
1653 1955 2524
1540 1866 3134
1635 1677 4672
1726 1869 2610
1672 1900 1335
1803 1815 1184
1555 1976 1350
1948 1998 3673
1767 1961 4195
1779 1795 1901
1781 1831 2119
1677 1724 1259
1805 1879 453
1831 1995 1860
1663 1688 1544
1941 1984 2850
1705 1714 972
1920 1963 3164
1853 1969 3498
1730 1904 4467
1737 1875 4450
1770 1965 1329
1451 1889 3948
1903 1980 337
1796 1892 1692
1830 1889 3365
1895 1950 3993
1846 1886 2786
1973 1997 1838
1690 1878 3634
1928 1952 4372
1819 1823 3976
1824 1908 3889
1807 1833 2279
1796 1800 1729
1626 1941 35
1717 1947 335
1812 1989 3458
1521 1790 1798
1827 1857 789
1901 1999 2272
1635 1822 3534
1710 1800 2906
1712 1886 1375
1686 1865 4517
1447 1787 2077
1949 1970 764
1775 1931 2234
1903 1995 2253
1806 1887 919
1827 1985 1791
1786 1957 1992
1892 1896 3423
1714 1792 2867
1729 1901 2981
1550 1704 2035
1765 1970 4391
1707 1819 404
1662 1893 210
1868 1942 3366
1946 1958 860
1638 1652 1528
1898 1907 1210
1794 1905 1867
1572 1997 1642
1859 1993 2414
1836 1992 2957
1827 1979 1845
1889 1963 43
1814 1843 3710
1738 1798 4073
1721 1898 144
1480 1660 3155
1829 1901 958
1718 1905 2625
1760 1817 1941
1896 1992 2716
1776 1942 657
1725 1808 894
1913 1978 890
1723 1905 1327
1534 1778 2938
1837 1982 1603
1732 1935 3721
1679 1894 820
1833 1884 2794
1861 1929 853
1873 1920 192
1733 1819 4948
1799 1892 2174
1941 1962 4554
1737 1931 369
1718 1921 1045
1696 1760 3565
1660 1916 2633
1780 1886 1027
1868 1980 4446
1821 1921 3057
1766 1992 1379
1841 1942 1001
1597 1864 3076
1800 1816 3443
1793 1914 2392
1610 1844 672
1697 1720 996
1737 1753 444
1645 1905 3957
1696 1968 3647
1824 1987 4481
1682 1785 265
1827 1829 2668
1759 1972 962
1718 1948 2720
1794 1959 4366
1946 1994 1229
1715 1951 1800
1890 1964 3315
1893 2000 2591
1763 1817 1316
1907 1962 583
1739 1790 1459
1557 1964 347
1869 1941 1363
1814 1934 2283
1677 1850 1193
1874 1882 3234
1748 1896 4761
1734 1825 4054
1728 1897 4391
1978 1986 2208
1790 1983 2795
1821 1854 4989
1950 1959 1858
1770 1920 4650
1826 1893 1202
1659 1882 2759
1925 1960 2298
1797 1982 137
1678 1969 2357
1499 1620 4476
1913 1929 214
1683 1747 4053
1791 1849 2056
1781 1964 1043
1714 1878 546
1862 1999 2219
1872 1992 1741
1961 1983 2364
1598 1790 3010
1595 1816 2530
1722 1880 3979
1639 1646 967
1786 1943 1603
1749 1989 74
1887 1941 2748
1813 1863 2125
1646 1663 1072
1746 1843 1118
1846 1890 2875
1951 1995 534
1951 1990 3683
1812 1978 4204
1869 1984 1317
1811 1958 4666
1736 2000 4780
1503 1833 2579
1534 1737 1879
1507 1593 1004
1845 1875 3687
1809 1835 588
1670 1911 2129
1943 1981 779
1683 1814 2353
1845 1960 1196
1631 1637 1418
1583 1731 1707
1851 1998 2339
1891 1986 3688
1805 1915 2524
1899 1920 3221
1737 1751 1818
1620 1743 3370
1781 1800 3681
1752 1850 2786
1680 1990 950
1555 1822 76
1960 1962 2437
1897 1902 1813
1745 1752 257
1956 1992 522
1617 1823 1950
1614 1793 4265
1911 1958 1883
1737 1830 1325
1640 1673 4370
1856 1954 3720
1743 1975 1204
1802 1998 4573
1947 1991 4960
1550 1767 4223
1931 1989 4673
1912 1985 1990
1659 1794 2586
1791 1940 3974
1935 1969 1539
1766 1913 4662
1709 1860 2808
1697 1859 2212
1850 1938 1916
1731 1871 606
1772 1918 4041
1713 1782 3938
1698 1924 4851
1895 1935 2968
1589 1871 2190
1579 1586 2231
1785 1909 2418
1953 1994 4248
1798 1986 863
1783 1931 2796
1744 1901 1526
1928 1931 4077
1869 1938 1122
1812 1996 3265
1913 1986 3134
1849 1987 2186
1695 1961 4921
1566 1971 1440
1720 1937 4760
1762 1892 2928
1752 1785 140
1762 1792 2679
1772 1857 4353
1895 1923 4711
1878 1956 4655
1693 1862 3844
1863 1966 452
1622 1916 3444
1715 1782 2980
1958 1966 1565
1805 1993 4820
1821 1899 2213
1559 1930 1764
1647 1669 2989
1824 1899 3725
1665 1776 4131
1927 1978 434
1860 1997 4174
1884 1919 1816
1902 1944 1663
